name,brand,price,ratings,specs_score,os,processor,ram_size,ram_type,storage,graphics,screen_size,resoultion,cores,threads,warranty_months
Asus Vivobook Go 15 E510KAB-BR1125WS Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win 11 Home),Asus,24990,"4,3",60.69506172839506,Windows 11 OS,Intel Celeron Dual Core N4500,8 GB,DDR4,512 GB SSD,Integrated Intel UHD,15.6 inches,1366 x 768 pixels,Dual Core, 2 Threads,12.0
HP 14-ep0385TU Laptop (Intel Core 5-120U/ 16GB/ 512GB SSD/ Win 11 Home),HP,57100,"4,6",60.69506172839506,Windows 11 OS,Intel Core 5 120U,16 GB,Standard,512 GB SSD,Integrated Intel UHD,14 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 12 Threads,12.0
Acer Predator Helios Neo 16 AI PHN16-73 Gaming Laptop (Intel Core Ultra 9 275HX/ 32GB/ 2TB SSD/ Win 11/ RTX 5070 8GB Graphics),Acer,229999,"4,3",60.69506172839506,Windows 11 OS,Intel Core Ultra 9 275HX,32 GB,LPDDR5X,2 TB SSD,8GB NVIDIA GeForce RTX 5070,16 inches,2560 x 1600 pixels,24 Cores (8P + 16E), 24 Threads,12.0
Asus Vivobook 15 X1504VA-E83959WS Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win 11),Asus,42990,"4,35",54.0,Windows 11 OS,13th Gen Intel Core i3 1315U,16 GB,Standard,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 8 Threads,12.0
Asus Vivobook 15 X1504VA-NJ3320WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win 11),Asus,34990,"4,45",52.0,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB,Standard,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 8 Threads,12.0
Lenovo Ideapad Slim 3 82X6005KIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win 11),Lenovo,39900,"4,5",60.69506172839506,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB,LPDDR5,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 8 Threads,12.0
Asus Vivobook 15 X1502VA-BQ1297WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win 11),Asus,56990,"4,35",55.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB,DDR4,1 TB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Lenovo IdeaPad Slim 3 15ABR8 82XM0118IN Laptop (AMD Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win 11 Home),Lenovo,47500,"4,45",55.0,Windows 11 OS,5th Gen AMD Ryzen 5 5625U,16 GB,DDR4,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
HP Omen 16-ap0183AX Gaming Laptop (AMD Ryzen AI 7 350/ 24GB/ 1TB SSD/ Win 11/ 8GB RTX 5060 Graph),HP,149990,"4,6",69.0,Windows 11 OS,AMD Ryzen AI 7 350,4 GB,DDR5,1 TB SSD,8GB NVIDIA GeForce RTX 5060,16.1 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 16 Threads,12.0
Lenovo Ideapad Slim 5 83HR000WIN Laptop (13th Gen Core i5/ 16GB RAM/ 1TB SSD/ Win 11),Lenovo,72500,"4,05",55.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB,DDR5,1 TB SSD,Integrated Intel Iris Xe,16 inches,1920 x 1200 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Asus Vivobook 14 2025 X1407CA-LY1581WS Laptop (Intel Core Ultra 5 225H/ 16GB/ 1TB SSD/ Win 11),Asus,71990,"4,3",59.0,Windows 11 OS,Intel Core Ultra 5 225H,16 GB,DDR5,1 TB SSD,Integrated Intel Arc,14 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 14 Threads,12.0
HP Omen 16-am0239TX Gaming Laptop (14th Gen Core i7/ 24GB/ 1TB SSD/ Win 11/ 8GB RTX 5060 Graph),HP,149990,"4,7",78.0,Windows 11 OS,14th Gen Intel Core i7 14650HX,4 GB,DDR5,1 TB SSD,8GB NVIDIA GeForce RTX 5060,16.1 inches,1920 x 1200 pixels,16 Cores (6P + 8E + 2LP-E), 24 Threads,12.0
HP 15-fd0533TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),HP,41700,"4,25",55.0,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB,DDR4,512 GB SSD,Integrated Intel UHD,15.6 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 8 Threads,12.0
MSI Modern 14 C13M-115IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),MSI,35900,"4,5",54.0,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 8 Threads,12.0
Asus Expertbook P1 P1503CVA-S71076WS Laptop (13th Gen Core i7/ 32GB/ 512GB/ Win 11),Asus,72990,"4,2",61.0,Windows 11 OS,13th Gen Intel Core i7 13620H,32 GB,DDR5,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,12.0
Ultimus U3 NU14U8INV56LS Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/Win 11 Home),Ultimus,23990,"4,15",60.69506172839506,Windows 11 OS,5th Gen AMD Ryzen 5 5500U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,14.1 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
Acer Swift Neo AS14H-53 UN.36CSI.004 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/Win 11),Acer,49990,"4,3",50.0,Windows 11 OS,13th Gen Intel Core i5 13500H,16 GB,LPDDR5,512 GB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1200 pixels,Hexa Core (2P + 4E), 16 Threads,12.0
Gigabyte G6 KF-H3IN894KH Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11 Home/ 8GB Graph),Gigabyte,97420,"4,3",65.0,Windows 11 OS,13th Gen Intel Core i7 13620H,16 GB,DDR5,1 TB SSD,8GB NVIDIA GeForce RTX 4060,16 inches,1920 x 1200 pixels,10 Cores (6P + 4E), 16 Threads,24.0
Asus Vivobook S16 S3607CA-SH071WS Laptop (Intel Core Ultra 5 225H/ 16GB/ 512GB SSD/ Win 11 Home),Asus,78990,"4,5",64.0,Windows 11 OS,Intel Core Ultra 5 225H,16 GB,DDR5,512 GB SSD,Integrated Intel Arc,16 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 14 Threads,12.0
Samsung Galaxy Book 5 np750xhd-kd3in Laptop (Intel Core Ultra 7 255U/ 16GB/ 1TB SSD/ Win 11),Samsung,103990,"4,1",65.0,Windows 11 OS,Intel Core Ultra 7 Series 2 255U,16 GB,LPDDR5X,1 TB SSD,Integrated Intel Arc,15.6 inches,1920 x 1080 pixels,12 Cores (4P + 8E), 12 Threads,12.0
Samsung Galaxy Book 5 np750xhd-kd4in Laptop (Intel Core Ultra 7 255U/ 32GB/ 1TB SSD/ Win 11),Samsung,119990,"4,55",70.0,Windows 11 OS,Intel Core Ultra 7 Series 2 255U,32 GB,LPDDR5X,1 TB SSD,Integrated Intel Arc,15.6 inches,1920 x 1080 pixels,12 Cores (4P + 8E), 12 Threads,12.0
Lenovo 100e Chromebook Gen 4 82W1000DHA Laptop (MediaTek Kompanio 520/ 8GB/ 64GB EMMC/ Chrome OS),Lenovo,12999,"4,55",60.69506172839506,Chrome OS,MediaTek Kompanio 520 520,8 GB,LPDDR4X,64 GB eMMC Storage,Integrated MediaTek,11.6 inches,1366 x 768 pixels,Octa Core, 12 Threads,12.0
Lenovo ThinkBook 16 21KKA0HGIN Laptop (AMD Ryzen 5 7430U/ 8GB/ 512GB SSD/ Win 11),Lenovo,40022,"4,35",53.0,Windows 11 OS,7th Gen AMD Ryzen 5 7430U,8 GB,Standard,512 GB SSD,Integrated AMD Radeon,16 inches,1920 x 1200 pixels,Quad Core, 12 Threads,12.0
Asus TUF Gaming A15 FA506NCG-HN199W Laptop (AMD Ryzen 7 7445HS/ 16GB / 512GB SSD/ Win 11 Home / 4GB Graph),Asus,68990,4,69.0,Windows 11 OS,7th Gen AMD Ryzen 7 7445HS,16 GB,DDR5,512 GB SSD,4GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,12.0
MSI Thin A15 B7UC-611IN  Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 1TB SSD/ Win 11/ 4GB Graph),MSI,61990,4,63.0,Windows 11 OS,7th Gen AMD Ryzen 5 7535HS,16 GB,Standard,1 TB SSD,4GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Octa Core, 12 Threads,24.0
Lenovo IdeaPad Flex 5 14ABR8 82XX00G3IN Laptop (AMD Ryzen 7 5825U/ 16GB/ 512GB SSD/ Win 11 Home),Lenovo,62490,"4,65",57.0,Windows 11 OS,5th Gen AMD Ryzen 7 5825U,16 GB,LPDDR4X,512 GB SSD,Integrated AMD Radeon,14 inches,1920 x 1200 pixels,Octa Core, 16 Threads,12.0
MSI Thin A15 B7UC-610IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win 11/ 4GB Graph),MSI,67990,"4,15",64.0,Windows 11 OS,7th Gen AMD Ryzen 7 7735HS,16 GB,Standard,1 TB SSD,4GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,24.0
Acer Swift Neo AI SFN14-54H OLED Laptop (Intel Core Ultra 7 155U/ 16GB/ 1TB SSD/Win 11),Acer,73990,"4,2",57.0,Windows 11 OS,Intel Core Ultra 7 155U,16 GB,LPDDR5,1 TB SSD,Integrated Intel Arc,14 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 14 Threads,12.0
Acer Swift Neo AI SFN14-54H Laptop (Intel Core Ultra 7 155U/ 16GB/ 512GB SSD/Win 11),Acer,66990,"4,45",56.0,Windows 11 OS,Intel Core Ultra 7 155U,16 GB,LPDDR5,512 GB SSD,Integrated Intel Arc,14 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 14 Threads,12.0
Asus Vivobook Go 15 E1504FA-NJ1505WS Laptop (AMD Ryzen 5 7520U / 16GB/ 512GB SSD/ Win 11 Home),Asus,40099,"4,5",54.0,Windows 11 OS,7th Gen AMD Ryzen 5 7520U,16 GB,LPDDR5,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,12.0
Asus Chromebook CX1505CKA-S70179 Laptop (Intel Celeron N4500/ 4GB/ 64GB EMMC/ Chrome OS),Asus,14999,"4,25",60.69506172839506,Chrome OS,Intel Celeron N4500,4 GB,LPDDR4X,64 GB EMMC,Integrated Intel UHD,15.6 inches,1920 x 1080 pixels,Dual Core, 2 Threads,12.0
Lenovo IdeaPad Slim 5 â€Ž16IRH10R 83J10067IN Laptop (Intel Core 5 210H/ 16GB RAM/ 512GB SSD/ Win 11),Lenovo,64990,"4,7",53.0,Windows 11 OS,Intel 210H,16 GB,LPDDR5X,512 GB SSD,Integrated Intel Arc,16 inches,1920 x 1200 pixels,10 Cores (2P + 8E), 12 Threads,12.0
Lenovo Yoga Slim 7 14IMH9 83CV00D3IN Laptop (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win 11 Home),Lenovo,99990,4,61.0,Windows 11 OS,Intel Core Ultra 9 Series 1 185H,16 GB,LPDDR5X,1 TB SSD,Integrated Intel Arc,14.5 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 22 Threads,12.0
Asus Vivobook S16 2025 S3607QA-SH074WS Laptop (Qualcomm Snapdragon X1 26 100/ 16GB/ 512GB SSD/ Win 11 Home),Asus,74990,"4,45",60.69506172839506,Windows 11 OS,Qualcomm Snapdragon X X1 26 100,16 GB,LPDDR5X,512 GB SSD,Integrated Qualcomm Adreno,16 inches,1920 x 1080 pixels,12 Cores (8P + 4E), 12 Threads,12.0
Lenovo Thinkpad P16v 21KX002GUS Laptop (Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win 11),Lenovo,299999,"4,15",73.0,Windows 11 OS,Intel Core Ultra 9 Series 1 185H,32 GB,Standard,1 TB SSD,Integrated Intel Arc,16 inches,1920 x 1200 pixels,24 Cores (8P + 16E), 22 Threads,12.0
MSI Thin 15 B13UDX-3223I Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home/ 6GB RTX 3050 Graph),MSI,64990,"4,1",63.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB,DDR4,512 GB SSD,6GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,24.0
HP 15-fr0028TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),HP,57990,4,53.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
HP Victus 15-fb3123AX  Gaming Laptop (AMD Ryzen 7 7445H/ 16GB/ 512GB SSD/ Win 11/ 4GB RTX 2050),HP,60990,"4,75",64.0,Windows 11 OS,7th Gen AMD Ryzen 7 7445H,16 GB,DDR5,512 GB SSD,4GB NVIDIA GeForce RTX 2050,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,12.0
MSI Thin 15 B13UC-125IN Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home/ 4GB Graph),MSI,62643,"4,5",60.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB,DDR4,512 GB SSD,4GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,24.0
HP 15-fd0549TU Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win 11 Home),HP,55700,"4,3",53.0,Windows 11 OS,13th Gen Intel Core i5 1334U,8 GB,DDR4,1 TB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
MSI Crosshair 17 HX AI D2XWGKG-031IN Gaming Laptop (Intel Core Ultra 9 275HX/ 32GB/ 1TB SSD/ Win 11 Home/ 8GB Graphics RTX 5070),MSI,209990,"4,65",60.69506172839506,Windows 11 OS,Intel Core Ultra 9 275HX,32 GB,DDR5,1 TB SSD,8GB NVIDIA GeForce RTX 5070,17.3 inches,2560 x 1600 pixels,24 Cores (8P + 16E), 24 Threads,24.0
HP 15-fd1279TU Laptop (Intel Core Ultra 5 125H/ 32GB/ 1TB SSD/ Win 11 Home),HP,77490,"4,75",62.0,Windows 11 OS,Intel Core Ultra 5 Series 1 125H,32 GB,DDR5,1 TB SSD,Integrated Intel Arc,15.6 inches,1920 x 1080 pixels,14 Cores (6P + 8E), 18 Threads,12.0
Acer Swift Lite (2025) OLED SFL14-54M NX.DB8SI.001 Laptop (Intel Core Ultra 5 115U/ 16GB/ 512GB SSD/Win 11),Acer,56800,"4,2",52.0,Windows 11 OS,Intel Core Ultra 5 115U,16 GB,LPDDR5,512 GB SSD,Integrated Intel Arc,14 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 10 Threads,12.0
Acer Nitro V ANV15-52 NH.QZ9SI.001 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11/ 8GB RTX5050),Acer,97999,"4,05",69.0,Windows 11 OS,13th Gen Intel Core i7 13620H,16 GB,DDR5,512 GB SSD,8GB NVIDIA GeForce RTX 5050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,12.0
Asus Vivobook 14 2025 X1404VAP-EB542WS Laptop (Intel Core 5 120U/ 16GB/ 512GB SSD/ Win 11),Asus,49990,"4,5",54.0,Windows 11 OS,Intel Core 5 120U,16 GB,DDR4,512 GB SSD,Integrated Intel UHD,14 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 12 Threads,12.0
MSI Stealth 18 HX AI A2XWHG-043IN Gaming Laptop (Intel Series Ultra 9 275HX/ 32GB/ 2TB SSD/ Win 11 Home/ 12GB RTX 5070 Ti Graph),MSI,279990,"4,7",60.69506172839506,Windows 11 OS,Intel Core Ultra 9 275HX,32 GB,Standard,2 TB SSD,12GB NVIDIA GeForce RTX 5070 Ti,18 inches,2560 x 1600 pixels,24 Cores (8P + 16E), 24 Threads,24.0
MSI Katana 15 HX B14WGK-256IN Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win 11 Home/ 8GB RTX 5070 Graph),MSI,159990,"4,7",72.0,Windows 11 OS,14th Gen Intel Core i7 14650HX,16 GB,Standard,1 TB SSD,8GB NVIDIA GeForce RTX 5070,15.6 inches,2560 x 1440 pixels,14 Cores (6P + 8E), 24 Threads,24.0
Lenovo ThinkBook 16 21MWA0AJIN Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ DOS),Lenovo,42990,"4,55",56.0,DOS OS,7th Gen AMD Ryzen 5 7535HS,8 GB,DDR5,512 GB SSD,Integrated AMD Radeon,16 inches,1920 x 1200 pixels,Octa Core, 12 Threads,12.0
HP 16-FD0640TU Laptop (Intel Core 5 120U/ 16GB/ 512GB SSD/ Win 11 Home),HP,58490,"4,3",55.0,Windows 11 OS,Intel Core 5 Processor Series 1 120U,16 GB,DDR4,512 GB SSD,Integrated Intel UHD,16.1 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 12 Threads,12.0
HP Victus 15-fb3124AX  Gaming Laptop (AMD Ryzen 7 7445H/ 16GB/ 512GB SSD/ Win 11/ 6GB Graph),HP,78990,4,61.0,Windows 11 OS,7th Gen AMD Ryzen 7 7445H,16 GB,DDR5,512 GB SSD,6GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Octa Core, 12 Threads,12.0
Acer Swift Neo OLED AI SFN14-54H UN.35GSI.004 Laptop (Intel Core Ultra 5 115U/ 16GB/ 1TB SSD/Win 11),Acer,62990,"4,45",54.0,Windows 11 OS,Intel Core Ultra 5 115U,16 GB,LPDDR5,1 TB SSD,Integrated Intel Arc,14 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 10 Threads,12.0
HP Victus 15-fa2192TX  Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11/ 4GB Graphics),HP,64990,"4,35",61.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB,DDR4,512 GB SSD,4GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Lenovo Yoga Slim 7 83CV008XIN Laptop (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win 11 Home),Lenovo,103500,"4,7",62.0,Windows 11 OS,Intel Core Ultra 7 Series 1 155H,32 GB,LPDDR5X,1 TB SSD,Integrated Intel Arc,14.5 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 22 Threads,12.0
HP Victus 15-fb3130AX Gaming Laptop (AMD Ryzen 7 7445H/ 16GB/ 512GB SSD/ Win 11/ 6GB RTX 4050),HP,91990,"4,65",66.0,Windows 11 OS,7th Gen AMD Ryzen 7 7445H,16 GB,DDR5,512 GB SSD,6GB NVIDIA GeForce RTX 4050,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,12.0
Lenovo LOQ â€Žâ€Ž15IAX9E 83LK00AUIN â€ŽAI Gaming Laptop (12th Gen Core i5/ 12GB/ 512GB SSD/ Win 11/ 4GB RTX 3050A Graph),Lenovo,61990,"4,3",59.0,Windows 11 OS,12th Gen Intel Core i5 12450HX,12 GB,DDR5,512 GB SSD,4GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Asus TUF Gaming A15 FA506NCG-HN251WS Laptop (AMD Ryzen 7 7445HS/ 16GB / 1TB SSD/ Win 11 / 4GB Graph),Asus,74990,"4,55",59.0,Windows 11 OS,7th Gen AMD Ryzen 7 7445HS,16 GB,DDR4,1 TB SSD,4GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Octa Core, 12 Threads,12.0
HP Omen 16-ap0165AX Gaming Laptop (AMD Ryzen AI 7 350/ 24GB/ 1TB SSD/ Win 11/ 8GB RTX 5050 Graph),HP,138990,"4,1",69.0,Windows 11 OS,AMD Ryzen AI 7 350,24 GB,LPDDR5X,1 TB SSD,8GB NVIDIA GeForce RTX 5050,16.1 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 16 Threads,12.0
Lenovo IdeaPad Slim 3 15IAH8 83ER00MDIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),Lenovo,47400,"4,6",59.0,Windows 11 OS,12th Gen Intel Core i5 12450H,16 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
MSI Raider 18 HX AI A2XWJG-253IN Gaming Laptop (Intel Core Ultra 9 285HX/ 64GB/ 4TB SSD/ Win 11/ 24GB RTX 5090 Graph),MSI,490006,"4,35",60.69506172839506,Windows 11 OS,14th Gen Intel Core i9 14900HX,64 GB,DDR5,4 TB SSD,24GB NVIDIA GeForce RTX 5090,18 inches,3840 x 2400 pixels,24 Cores (8P + 16E), 32 Threads,24.0
Lenovo IdeaPad Flex 5 14ALC7 82R900HJIN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win 11 Home),Lenovo,62490,"4,1",65.0,Windows 11 OS,5th Gen AMD Ryzen 7 5700U,16 GB,DDR4,512 GB SSD,Integrated AMD Radeon,14 inches,1920 x 1200 pixels,Octa Core, 16 Threads,12.0
Acer Aspire 7 A715-79G UN.U2KSI.001 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home/ 6GB Graph),Acer,69990,"4,5",62.0,Windows 11 OS,13th Gen Intel Core i7 13620H,16 GB,DDR4,512 GB SSD,6GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,12.0
Lenovo IdeaPad Slim 3 15IAH8 83ER00MCIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),Lenovo,47490,"4,65",57.0,Windows 11 OS,12th Gen Intel Core i5 12450H,16 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Alienware 18 Area-51 Gaming Laptop (Intel Core Ultra 9 275HX/ 32GB/ 2TB SSD/ Win 11/ 16GB RTX5080),Alienware,414490,"4,7",60.69506172839506,Windows 11 OS,Intel Core Ultra 9 275HX,32 GB,DDR5,2 TB SSD,16GB NVIDIA GeForce RTX 5080,18 inches,2560 x 1600 pixels,24 Cores (8P + 16E), 24 Threads,12.0
MSI Crosshair A16 HX D8WGKG-046IN Gaming Laptop (AMD Ryzen 9 8940HX / 16GB/ 1TB SSD/ Win 11 Home/ 8GB Graphics RTX 5070),MSI,197990,4,60.69506172839506,Windows 11 OS,8th Gen AMD Ryzen 9 8940HX,16 GB,DDR5,1 TB SSD,8GB NVIDIA GeForce RTX 5070,16 inches,2560 x 1600 pixels,Octa Core, 32 Threads,24.0
Lenovo IdeaPad Slim 3 83K100N9IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Lenovo,64490,"4,45",51.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1200 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Lenovo IdeaPad Slim 3 14IRH10 83K00034IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),Lenovo,61000,"4,4",51.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1200 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Lenovo IdeaPad Slim 3 15IRU8 82X700G6IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),Lenovo,39990,"4,65",51.0,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB,DDR4,512 GB SSD,Integrated Intel UHD,15.6 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 8 Threads,12.0
HP Omen 16-ae0002TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win 11 Home/ 8GB Graph),HP,132990,"4,25",75.0,Windows 11 OS,14th Gen Intel Core i7 14650HX,16 GB,DDR5,1 TB SSD,8GB NVIDIA GeForce RTX 4060,16.1 inches,1920 x 1080 pixels,14 Cores (6P + 8E), 24 Threads,12.0
HP 15-fr0049TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),HP,59499,"4,65",54.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
MSI Katana 15 B13UDXK Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win 11 Home/ 6GB Graph),MSI,77990,"4,25",61.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB,DDR5,1 TB SSD,6GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 12 Threads,24.0
Asus Vivobook 14 X1407QA-LY038WS Laptop (Qualcomm Snapdragon X/ 16GB/ 512GB SSD/ Win 11),Asus,56990,"4,3",60.69506172839506,Windows 11 OS,Qualcomm Snapdragon X X1 26 100,16 GB,LPDDR5X,512 GB SSD,Integrated Qualcomm Adreno,14 inches,1920 x 1080 pixels,12 Cores (8P + 4E), 12 Threads,12.0
MSI Vector 16 HX AI A2XWIG-226IN Gaming Laptop (Intel Core Ultra 9 275HX/ 32GB/ 1TB SSD/ Win 11/ 16GB RTX 5080 Graph),MSI,299990,"4,6",60.69506172839506,Windows 11 OS,Intel Core Ultra 9 275HX,32 GB,DDR5,1 TB SSD,16GB NVIDIA GeForce RTX 5080,16 inches,2560 x 1600 pixels,24 Cores (8P + 16E), 24 Threads,24.0
Lenovo Thinkpad P16v 21KXS05300 Laptop (Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win 11 Pro/ RTX 3000 8GB Graphics),Lenovo,251500,"4,05",73.0,Windows 11 OS,Intel Core Ultra 9 Series 1 185H,32 GB,DDR5,1 TB SSD,8GB NVIDIA RTX 3000 Ada,16 inches,1920 x 1200 pixels,24 Cores (8P + 16E), 22 Threads,12.0
Lenovo V14 83A000NLIN Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ DOS),Lenovo,44990,"4,1",52.0,DOS OS,13th Gen Intel Core i5 13420H,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
