name,brand,price,ratings,specs_score,os,processor,ram_size,ram_type,storage,graphics,screen_size,resoultion,cores,threads,warranty_months
Asus Chromebook CM14 CM1402CM2A-EK0085 Laptop (MediaTek Kompanio 520/ 8GB/ 128GB eMMC/ Chrome OS),Asus,26990,"4,65",60.69506172839506,Chrome OS,MediaTek Kompanio Kompanio 520,8 GB,DDR4,128 GB eMMC,Integrated MediaTek,14 inches,1920 x 1080 pixels,Octa Core, 12 Threads,12.0
Acer Aspire Lite AL15-52 15 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win 11),Acer,46990,"4,35",60.0,Windows 11 OS,12th Gen Intel Core i5 1235U,8 GB,DDR4,1 TB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Lenovo IdeaPad Slim 3 83ER008GIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),Lenovo,47400,"4,5",57.0,Windows 11 OS,12th Gen Intel Core i5 12450H,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Chuwi Gemibook X Pro Laptop (Intel Celeron N100/ 8 GB/ 256 GB SSD/ Win 11 Home),Chuwi,22990,"4,45",60.69506172839506,Windows 11 OS,12th Gen Intel N100 N100,8 GB,DDR4,256 GB SSD,Integrated Intel UHD,13.5 inches,1920 x 1080 pixels,Quad Core, 4 Threads,12.0
Acer Nitro V 15 ANV15-51 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11/ 6GB Graph),Acer,69990,"4,15",60.0,Windows 11 OS,13th Gen Intel Core i5 13420H,8 GB,DDR4,512 GB SSD,6GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 12 Threads,12.0
Dell G15-5530 Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win 11/ 6GB Graph),Dell,78990,"4,6",68.0,Windows 11 OS,13th Gen Intel Core i5 13450HX,8 GB,DDR4,1 TB SSD,6GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,12.0
Lenovo IdeaPad Slim 1 82R400BGIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win 11 Home),Lenovo,34100,"4,6",60.69506172839506,Windows 11 OS,5th Gen AMD Ryzen 5 5500U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
Acer Nitro V16 ANV16-41 Gaming AI Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win 11/ 8GB Graphics),Acer,129990,"4,5",69.0,Windows 11 OS,8th Gen AMD Ryzen 7 8845HS,8 GB,DDR4,1 TB SSD,8GB NVIDIA GeForce RTX 4060,16 inches,1920 x 1200 pixels,Octa Core, 16 Threads,12.0
Lenovo IdeaPad 1 15ALC7 82R400ERIN Laptop (AMD Ryzen 5 5500U / 16GB/ 512GB SSD/ Win 11 Home),Lenovo,35900,"4,6",56.0,Windows 11 OS,5th Gen AMD Ryzen 5 5500U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
Lenovo Yoga Slim 6 14IRH8 83E00017IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11 Home),Lenovo,84399,"4,1",60.0,Windows 11 OS,13th Gen Intel Core i7 13700H,8 GB,DDR4,1 TB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1200 pixels,10 Cores (6P + 4E), 20 Threads,12.0
Lenovo IdeaPad Slim 3i 82RK011EIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),Lenovo,62020,"4,4",61.0,Windows 11 OS,12th Gen Intel Core i7 1255U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 12 Threads,12.0
Lenovo IdeaPad Gaming 3 15IAH7 82S9017TIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home/ 4GB Graph),Lenovo,67995,"4,15",61.0,Windows 11 OS,12th Gen Intel Core i5 12450H,8 GB,DDR4,512 GB SSD,4GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,12.0
HP 15s-EQ2084AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win 11 Home),HP,46800,"4,75",57.0,Windows 11 OS,5th Gen AMD Ryzen 7 5700U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,12.0
Lenovo IdeaPad Slim 5 14IAH8 83BF0043IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win 11),Lenovo,59490,"4,1",56.0,Windows 11 OS,12th Gen Intel Core i5 12450H,8 GB,DDR4,1 TB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1200 pixels,10 Cores (2P + 8E), 12 Threads,12.0
Acer Aspire Lite AL15-52 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Acer,50938,"4,4",59.0,Windows 11 OS,12th Gen Intel Core i5 1235U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,12.0
Acer Aspire Lite AL15-52 2023 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win 11),Acer,39465,"4,3",56.0,Windows 11 OS,12th Gen Intel Core i5 1235U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Avita Liber AM15A2INT56F Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),Avita,25990,"4,05",60.69506172839506,Windows 11 OS,12th Gen Intel Core i3 1215U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,14.1 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 8 Threads,12.0
HP Victus 15-fa1145TX Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win 11 Home/ 4GB Graph),HP,67900,"4,55",68.0,Windows 11 OS,12th Gen Intel Core i5 12450H,8 GB,DDR4,1 TB SSD,4GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,12.0
Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),Apple,189994,"4,2",56.0,Mac OS,Apple M3 Pro,8 GB,DDR4,512 GB SSD,18-Core GPU,16.2 inches,3456 x 2234 pixels,12 Cores (8P + 4E), 12 Threads,12.0
Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),Apple,186699,"4,75",54.0,Mac OS,Apple M3 Pro,8 GB,DDR4,512 GB SSD,18-Core GPU,14.2 inches,3024 x 1964 pixels,12 Cores (8P + 4E), 12 Threads,12.0
Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 1TB SSD/ macOS),Apple,142994,"4,1",52.0,Mac OS,Apple M3,8 GB,DDR4,1 TB SSD,10-Core GPU,14.2 inches,3024 x 1964 pixels,10-Core GPU, 12 Threads,12.0
Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 1TB SSD/ macOS),Apple,194994,"4,35",56.0,Mac OS,Apple M3 Pro,8 GB,DDR4,1 TB SSD,18-Core GPU,14.2 inches,3024 x 1964 pixels,12 Cores (8P + 4E), 12 Threads,12.0
Apple MacBook Pro 14 2023 Laptop (Apple M3 Max/ 36GB/ 1TB SSD/ macOS),Apple,259994,"4,2",63.0,Mac OS,Apple M3 Max,8 GB,DDR4,1 TB SSD,36-Core GPU,14.2 inches,3024 x 1964 pixels,12 Cores (8P + 4E), 12 Threads,12.0
Lenovo IdeaPad Gaming 3 Gen 6 82K2028QIN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win 11 Home/ 4GB Graph),Lenovo,57500,"4,4",62.0,Windows 11 OS,5th Gen AMD Ryzen 5 5500H,8 GB,DDR4,512 GB SSD,4GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Hexa Core, 8 Threads,12.0
Asus Chromebook CX1500CKA-EJ0247 Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),Asus,24799,"4,4",60.69506172839506,Chrome OS,Intel Celeron N4500,8 GB,DDR4,128 GB eMMC,Integrated Intel UHD,15.6 inches,1920 x 1080 pixels,Quad Core, 2 Threads,12.0
Asus Vivobook 15 X1502ZA-EJ385WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11),Asus,43400,"4,1",53.0,Windows 11 OS,12th Gen Intel Core i3 1220P,8 GB,DDR4,512 GB SSD,Integrated Intel UHD,15.6 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 12 Threads,12.0
Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 512GB SSD/ macOS),Apple,139999,"4,5",50.0,Mac OS,Apple M3,8 GB,DDR4,512 GB SSD,8-Core GPU,14.2 inches,3024 x 1964 pixels,8-Core GPU, 12 Threads,12.0
Acer Aspire Lite AL15-52 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11),Acer,29990,"4,55",54.0,Windows 11 OS,12th Gen Intel Core i3 1215U,8 GB,DDR4,512 GB SSD,Integrated Intel UHD,15.6 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 8 Threads,12.0
HP 250 G9 7M657PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11),HP,32700,"4,4",56.0,Windows 11 OS,12th Gen Intel Core i3 1215U,8 GB,DDR4,512 GB SSD,Integrated Intel UHD,15.6 inches,1366 x 768 pixels,5 Cores (1P + 4E), 8 Threads,12.0
Lenovo V15 G4 Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win 11 Home),Lenovo,37990,"4,65",50.0,Windows 11 OS,7th Gen AMD Ryzen 5 7520U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,12.0
Lenovo IdeaPad 1 15AMN7 82VG00ERIN Laptop (AMD Ryzen 3 7320U / 8GB/ 512GB SSD/ Win 11 Home),Lenovo,32160,"4,25",51.0,Windows 11 OS,7th Gen AMD Ryzen 3 7320U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,12.0
HP Pavilion Plus â€Ž14-ey0789AU Laptop (AMD Ryzen 7 7840H/ 16GB/ 1TB SSD/ Win 11),HP,87800,"4,1",69.0,Windows 11 OS,7th Gen Amd Ryzen 7 7840H,8 GB,DDR4,1 TB SSD,Integrated AMD Radeon,14 inches,2880 x 1800 pixels,Octa Core, 16 Threads,12.0
Primebook PBMTWIFI11064 Wi-Fi Laptop (MediaTek MT8183/ 4GB/ 64B eMMC/ Prime OS),Primebook,17399,"4,25",60.69506172839506,Prime OS,MediaTek MT8183,8 GB,DDR4,64 GB eMMC,Integrated MediaTek,11.6 inches,1366 x 768 pixels,Octa Core, 12 Threads,12.0
Acer One 11 Z8-284 UN.013SI.032 Laptop ( Intel Celeron N4500/ 8GB/ 256GB SSD/ Win 11 Home),Acer,19999,"4,45",60.69506172839506,Windows 11 OS,Intel Celeron N4500,8 GB,DDR4,256 GB SSD,Integrated Intel UHD,11.6 inches,1366 x 768 pixels,Dual Core, 2 Threads,12.0
Lenovo IdeaPad Gaming 3 15ACH6 82K20289IN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win 11 Home/ 4GB Graph),Lenovo,68990,"4,4",59.0,Windows 11 OS,5th Gen AMD Ryzen 5 5500H,8 GB,DDR4,512 GB SSD,4GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Hexa Core, 8 Threads,12.0
Lenovo IdeaPad Flex 5 14IRU8 82Y00051IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),Lenovo,79990,"4,2",60.0,Windows 11 OS,13th Gen Intel Core i5 1335U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1200 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Lenovo IdeaPad Slim 1 82VG00EVIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win 11 Home),Lenovo,28870,"4,35",52.0,Windows 11 OS,7th Gen AMD Ryzen 3 7320U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,12.0
Asus CX1101CMA-GJ0004 Chromebook (Celeron N4020/ 4GB/ 32GB eMMC/ Chrome OS),Asus,15789,"4,55",60.69506172839506,Chrome OS,Intel Celeron N4020,8 GB,DDR4,32 GB eMMC,Integrated Intel UHD,11.6 inches,1366 x 768 pixels,Dual Core, 2 Threads,12.0
Asus Vivobook 16 2023 X1605VA-MB947WS Laptop (13th Gen Core i9/ 16GB/ 512GB SSD/ Win 11 Home),Asus,73799,"4,7",65.0,Windows 11 OS,13th Gen Intel Core i9 13900H,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,16 inches,1920 x 1200 pixels,14 Cores (6P + 8E), 20 Threads,12.0
Acer Aspire 5 2023 A515-58GM Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11/ 4GB Graphics),Acer,61990,"4,5",63.0,Windows 11 OS,13th Gen Intel Core i5 1335U,8 GB,DDR4,512 GB SSD,4GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 12 Threads,12.0
Lenovo V15 G3 82TTA02UIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win 11),Lenovo,43490,"4,15",57.0,Windows 11 OS,12th Gen Intel Core i5 1235U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
HP 255 G9 724N9EA Laptop (AMD Athlon Silver 3050U/ 4GB/ 256GB SSD/ Win 11),HP,25100,"4,35",60.69506172839506,Windows 11 OS,3rd Gen AMD Athlon 3050U,8 GB,DDR4,256 GB SSD,Integrated AMD Radeon,15.6 inches,1366 x 768 pixels,Dual Core, 2 Threads,12.0
Dell Vostro 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win 11),Dell,52490,"4,4",52.0,Windows 11 OS,13th Gen Intel Core i5 1335U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Dell Inspiron 3520 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win 11),Dell,49990,"4,15",53.0,Windows 11 OS,12th Gen Intel Core i5 1235U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Dell Inspiron 15 3520 IN352092K4N001ORS1 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Dell,52499,"4,55",52.0,Windows 11 OS,12th Gen Intel Core i5 1235U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Lenovo IdeaPad Flex 5 Gen 8 82XX0070IN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win 11 Home),Lenovo,64990,"4,35",65.0,Windows 11 OS,7th Gen AMD Ryzen 5 7530U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1200 pixels,Hexa Core, 12 Threads,12.0
HP 240 G9 821J4PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ Win 11),HP,52499,"4,1",59.0,Windows 11 OS,12th Gen Intel Core i5 1235U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,14 inches,1366 x 768 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Lenovo IdeaPad Gaming 3 15IHU6 82K101PBIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home/ 4GB Graph),Lenovo,53990,"4,25",63.0,Windows 11 OS,11th Gen Intel Core i5 11320H,8 GB,DDR4,512 GB SSD,4GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Hexa Core, 8 Threads,12.0
Acer Nitro V ANV15-51 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11/ 6GB Graph),Acer,79988,"4,55",59.0,Windows 11 OS,13th Gen Intel Core i5 13420H,8 GB,DDR4,512 GB SSD,6GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 12 Threads,12.0
HP Victus 16-s0095AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win 11/ 6GB Graph),HP,89100,4,72.0,Windows 11 OS,7th Gen AMD Ryzen 7 7840HS,8 GB,DDR4,512 GB SSD,6GB NVIDIA GeForce RTX 4050,16.1 inches,1920 x 1080 pixels,Octa Core, 16 Threads,12.0
Dell Inspiron 3530 IN3530RW8JY001ORS1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win 11 Home),Dell,53990,"4,1",60.69506172839506,Windows 11 OS,13th Gen Intel Core i5 1335U,8 GB,DDR4,1 TB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Lenovo IdeaPad 3 82XQ008TIN Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win 11 Home),Lenovo,42519,"4,3",60.69506172839506,Windows 11 OS,7th Gen Amd Ryzen 5 7520U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Hexa Core, 8 Threads,12.0
HP Victus 15-FB1001AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win 11/ 4GB Graph),HP,54900,"4,45",66.0,Windows 11 OS,7th Gen AMD Ryzen 5 7535HS,8 GB,DDR4,512 GB SSD,4GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Octa Core, 12 Threads,12.0
Acer Aspire 7 A715-76G NH.QMYSI.001 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home/ 4GB Graph),Acer,51299,"4,2",64.0,Windows 11 OS,12th Gen Intel Core i5 12450H,8 GB,DDR4,512 GB SSD,4GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,12.0
HP 255 G8 7J035AA Laptop (Ryzen 5-5500U/ 8GB/ 256GB SSD/ Win 11),HP,39140,"4,05",52.0,Windows 11 OS,5th Gen AMD Ryzen 5 5500U,8 GB,DDR4,256 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
Asus Chromebook CX1500CKA-EJ0241 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),Asus,13999,"4,65",60.69506172839506,Chrome OS,Intel Celeron N4500,8 GB,DDR4,64 GB eMMC,Integrated Intel UHD,15.6 inches,1920 x 1080 pixels,Dual Core, 2 Threads,12.0
Lenovo IdeaPad Flex 5 82Y0004YIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),Lenovo,50999,4,55.0,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1200 pixels,5 Cores (1P + 4E), 8 Threads,12.0
Asus Vivobook 14X K3405ZF-LY541WS Laptop (12th Gen Core i5/ 16 GB Standard RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),Asus,63899,"4,15",62.0,Windows 11 OS,12th Gen Intel Core i5 12450H,8 GB,DDR4,512 GB SSD,4GB NVIDIA GeForce RTX 3050,14 inches,1920 x 1200 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Wings Nuvobook Pro Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win 11),Wings,49099,"4,15",54.0,Windows 11 OS,11th Gen Intel Core i7 1165G7,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1080 x 1920 pixels,10 Cores (6P + 4E), 8 Threads,12.0
Infinix INBook X3 Slim Series XL422 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,53988,"4,25",52.0,Windows 11 OS,12th Gen Intel Core i7 1255U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 12 Threads,12.0
Lenovo IdeaPad Slim 5 82XD003NIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Lenovo,75990,"4,5",56.0,Windows 11 OS,13th Gen Intel Core i5 13420H,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1200 pixels,Hexa Core (2P + 4E), 12 Threads,24.0
Ultimus Elite NU14U3INF56BN-CS Laptop (10th Gen Core i5 / 8GB/ 512GB SSD/ Win 11 Home),Ultimus,29496,"4,2",50.0,Windows 11 OS,10th Gen Intel Core i5 1035G4,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,14.1 inches,1920 x 1080 pixels,Quad Core, 8 Threads,12.0
Dell Inspiron 13 5330 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11),Dell,115511,"4,75",62.0,Windows 11 OS,13th Gen Intel Core i7 1360P,8 GB,DDR4,1 TB SSD,Integrated Intel Iris Xe,13.3 inches,2560 x 1600 pixels,10 Cores (6P + 4E), 16 Threads,12.0
Dell Inspiron 3525 Laptop (AMD Ryzen R3 5300U/ 8GB/ 512GB SSD/ Win 11),Dell,32990,"4,45",55.0,Windows 11 OS,5th Gen AMD Ryzen 3 5300U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,12.0
HP Omen 16-u0023TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11 Home/ 8GB Graph),HP,241399,"4,7",60.69506172839506,Windows 11 OS,13th Gen Intel Core i9 13900HX,8 GB,DDR4,1 TB SSD,8GB NVIDIA GeForce RTX 4060,16.1 inches,2560 x 1600 pixels,14 Cores (6P + 8E), 32 Threads,12.0
HP Omen 16-wd0770TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home/ 6GB Graph),HP,110800,"4,45",68.0,Windows 11 OS,13th Gen Intel Core i5 13420H,8 GB,DDR4,512 GB SSD,6GB NVIDIA GeForce RTX 4050,16.1 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 12 Threads,12.0
Lenovo IdeaPad Slim 3 82XQ008VIN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win 11),Lenovo,39490,"4,3",55.0,Windows 11 OS,7th Gen AMD Ryzen 5 7520U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,12.0
Lenovo LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11/ 6GB Graph),Lenovo,102990,"4,45",63.0,Windows 11 OS,13th Gen Intel Core i7 13620H,8 GB,DDR4,512 GB SSD,6GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,12.0
Dell XPS 15 9530 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graph),Dell,258990,4,60.69506172839506,Windows 11 OS,13th Gen Intel Core i7 13700H,8 GB,DDR4,1 TB SSD,6GB NVIDIA GeForce RTX 4050,15.6 inches,3456 x 2160 pixels,10 Cores (6P + 4E), 20 Threads,12.0
Asus Vivobook 15 X1504ZA-NJ321WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11),Asus,32990,"4,3",52.0,Windows 11 OS,12th Gen Intel Core i3 1215U,8 GB,DDR4,512 GB SSD,Integrated Intel UHD,15.6 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 8 Threads,12.0
Gigabyte Aero 16 YE5 OLED Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win 11 Home/ 16GB Graph),Gigabyte,255750,"4,6",60.69506172839506,Windows 11 OS,12th Gen Intel Core i9 12900HK,8 GB,DDR4,1 TB SSD,16GB NVIDIA GeForce RTX 3080Ti,16 inches,3840 x 2400 pixels,14 Cores (6P + 8E), 20 Threads,24.0
Lenovo Yoga 6 83B2005TIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win 11 Home),Lenovo,74990,"4,6",64.0,Windows 11 OS,7th Gen AMD Ryzen 5 7530U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,13.3 inches,1920 x 1200 pixels,Hexa Core, 12 Threads,36.0
Acer Aspire Lite 2023 AL15-51 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win 11),Acer,44540,4,56.0,Windows 11 OS,11th Gen Intel Core i5 1155G7,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,12.0
HP ZBook Studio G9 Workstation Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 8GB Graph),HP,160450,"4,35",60.69506172839506,Windows 11 OS,12th Gen Intel Core i7 12700H,8 GB,DDR4,1 TB SSD,8GB NVIDIA RTX A2000,16 inches,3840 x 2400 pixels,10 Cores (6P + 4E), 20 Threads,12.0
Lenovo IdeaPad Flex 5 82R900D9IN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win 11 Home),Lenovo,61990,"4,7",69.0,Windows 11 OS,5th Gen AMD Ryzen 7 5700U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,14 inches,1920 x 1200 pixels,Octa Core, 16 Threads,12.0
Acer Aspire Lite AL15-51 2023 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Acer,45990,4,59.0,Windows 11 OS,11th Gen Intel Core i5 1155G7,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,12.0
Acer Aspire Lite AL15 Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win 11),Acer,34990,4,56.0,Windows 11 OS,5th Gen AMD Ryzen 5 5500U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
Acer Aspire Lite AL15-51 UN.431SI.252 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11),Acer,33990,"4,6",55.0,Windows 11 OS,11th Gen Intel Core i3 1115G4,8 GB,DDR4,512 GB SSD,Integrated Intel UHD,15.6 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 4 Threads,12.0
HP Envy x360 15-fh0016AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win 11 Home),HP,86199,"4,6",63.0,Windows 11 OS,7th Gen AMD Ryzen 5 7530U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
